Title, Link, Degree, Funds Needed, Location
International Entrance Scholarships at Memorial University of Newfoundland,Bachelor,"$4,400",,canada
International Postdoctoral Positions in Clinical Neurosciences,Phd,"$55,000 p.a. + benefits",,canada
McMaster University Award of Excellence in Canada,Bachelor,"$3,000",,canada
KDS Competition Scholarship 2021,"Master, Bachelor","Up to $1,500",1 December 2022,canada
University Canada West Americas Tuition Awards in Canada,"Master, Bachelor",Discounted courses,,canada
University Canada West Second Language Excellence international awards,"Bachelor, Master","Up to $8,000",,canada
2021 Contest Scholarships for International Students,"Master, Bachelor, Course","Up to $1,500",1 June 2022,canada
Dean’s Circle ESB International Student Awards in Canada,Bachelor,"$5,000",,canada
University of Waterloo Arthur F. Church Mechanical Engineering international awards,Bachelor,"Up to $5,000",,canada
University of Ottawa International Admission Doctorate Scholarships in Canada,Phd,"$9,000 p.a.",,canada
Emerging Market Entrance Awards for International Students at Brock University,Bachelor,"$1,000-$4,000",,canada
Google Anita Borg Memorial Scholarships for International Students at Arizona State University,Bachelor,"$10,000",,canada
IU International University of Applied Sciences Online Scholarships for International Students in Germany,"Master, Bachelor",Up to 85% of tuition fee,,canada
One-year Entrance Scholarships at McGill University,Bachelor,"$12,000",,canada
European Molecular Biology Short-Term Fellowships,Phd,Fully Funded,Always Active,europe
John Dillon Fellowship - Australian Centre for International Agricultural Research (ACIAR),Phd,Fully Funded,Always Active,europe
Institute for Current World Affairs - FELLOWSHIPS,Phd,Fully Funded,Always Active,europe
Adobe Research Women-in-Technology Scholarship,Bachelor,Fully Funded,Always Active,europe
International Council of Ophthalmology (ICO) - Three-Month Fellowships,Phd,Fully Funded,Always Active,europe
The Boehringer Ingelheim Fonds awards PhD fellowships,Phd,Fully Funded,Always Active,europe
The Boehringer Ingelheim Fonds - Travel grants for junior researchers,Phd,Fully Funded,Always Active,europe
"Paul Sumerall Memorial Scholarships, Merchants Bank of California",Master,Partially Funded,Always Active,europe
Hayek Fund for Scholars - Institute for Humane Studies at George Mason University,Phd,Partially Funded,Always Active,europe
Erasmus Exchange Programme,Fully Funded,,Always Active,europe
YFU (Youth for Undestanding) - Youth Exchange,Not Funded,,Always Active,europe
Be an exchange student for 1-2 semesters,Not Funded,,Always Active,europe
Horizon 2020,Phd,Fully Funded,Always Active,europe
Amelia Earhart Fellowship,Phd,Fully Funded,Always Active,europe
The Leakey Foundation’s Research Grants to doctoral students,Phd,Fully Funded,Always Active,europe
The Boehringer Ingelheim Fonds - Travel grants for junior researchers,Phd,Fully Funded,Always Active,south-africa
"Paul Sumerall Memorial Scholarships, Merchants Bank of California",Master,Partially Funded,Always Active,south-africa
SAIIA Bradlow Fellowship Programme,Phd,Fully Funded,Always Active,south-africa
Hayek Fund for Scholars - Institute for Humane Studies at George Mason University,Phd,Partially Funded,Always Active,south-africa
Erasmus Exchange Programme,Fully Funded,,Always Active,south-africa
YFU (Youth for Undestanding) - Youth Exchange,Not Funded,,Always Active,south-africa
Be an exchange student for 1-2 semesters,Not Funded,,Always Active,south-africa
Horizon 2020,Phd,Fully Funded,Always Active,south-africa
Amelia Earhart Fellowship,Phd,Fully Funded,Always Active,south-africa
The Leakey Foundation’s Research Grants to doctoral students,Phd,Fully Funded,Always Active,south-africa
Axol Science Scholarship for Graduate or Undergraduate Degree Programs,"Bachelor, Master, Phd",Fully Funded,Always Active,south-africa
ArtUniverse Scholarships,"Bachelor, Master, Phd",Partially Funded,Always Active,south-africa
DRD Scholarships for Sub-Saharan Africans,,,,south-africa
The Boehringer Ingelheim Fonds - Travel grants for junior researchers,Phd,Fully Funded,Always Active,nigeria
"Paul Sumerall Memorial Scholarships, Merchants Bank of California",Master,Partially Funded,Always Active,nigeria
Hayek Fund for Scholars - Institute for Humane Studies at George Mason University,Phd,Partially Funded,Always Active,nigeria
Erasmus Exchange Programme,Fully Funded,,Always Active,nigeria
YFU (Youth for Undestanding) - Youth Exchange,Not Funded,,Always Active,nigeria
Be an exchange student for 1-2 semesters,Not Funded,,Always Active,nigeria
Horizon 2020,Phd,Fully Funded,Always Active,nigeria
Amelia Earhart Fellowship,Phd,Fully Funded,Always Active,nigeria
The Leakey Foundation’s Research Grants to doctoral students,Phd,Fully Funded,Always Active,nigeria
Axol Science Scholarship for Graduate or Undergraduate Degree Programs,"Bachelor, Master, Phd",Fully Funded,Always Active,nigeria
ArtUniverse Scholarships,"Bachelor, Master, Phd",Partially Funded,Always Active,nigeria
The Boehringer Ingelheim Fonds awards PhD fellowships,Phd,Fully Funded,Always Active,pakistan
The Boehringer Ingelheim Fonds - Travel grants for junior researchers,Phd,Fully Funded,Always Active,pakistan
"Paul Sumerall Memorial Scholarships, Merchants Bank of California",Master,Partially Funded,Always Active,pakistan
Hayek Fund for Scholars - Institute for Humane Studies at George Mason University,Phd,Partially Funded,Always Active,pakistan
Erasmus Exchange Programme,Fully Funded,,Always Active,pakistan
YFU (Youth for Undestanding) - Youth Exchange,Not Funded,,Always Active,pakistan
Be an exchange student for 1-2 semesters,Not Funded,,Always Active,pakistan
Horizon 2020,Phd,Fully Funded,Always Active,pakistan
Amelia Earhart Fellowship,Phd,Fully Funded,Always Active,pakistan
The Leakey Foundation’s Research Grants to doctoral students,Phd,Fully Funded,Always Active,pakistan
Axol Science Scholarship for Graduate or Undergraduate Degree Programs,"Bachelor, Master, Phd",Fully Funded,Always Active,pakistan
ArtUniverse Scholarships,"Bachelor, Master, Phd",Partially Funded,Always Active,pakistan
The Boehringer Ingelheim Fonds awards PhD fellowships,Phd,Fully Funded,Always Active,india
The Boehringer Ingelheim Fonds - Travel grants for junior researchers,Phd,Fully Funded,Always Active,india
"Paul Sumerall Memorial Scholarships, Merchants Bank of California",Master,Partially Funded,Always Active,india
Hayek Fund for Scholars - Institute for Humane Studies at George Mason University,Phd,Partially Funded,Always Active,india
Erasmus Exchange Programme,Fully Funded,,Always Active,india
YFU (Youth for Undestanding) - Youth Exchange,Not Funded,,Always Active,india
Be an exchange student for 1-2 semesters,Not Funded,,Always Active,india
Horizon 2020,Phd,Fully Funded,Always Active,india
Amelia Earhart Fellowship,Phd,Fully Funded,Always Active,india
The Leakey Foundation’s Research Grants to doctoral students,Phd,Fully Funded,Always Active,india
Axol Science Scholarship for Graduate or Undergraduate Degree Programs,"Bachelor, Master, Phd",Fully Funded,Always Active,india
The Indian Technical and Economic Cooperation (ITEC) Programme,Phd,Fully Funded,Always Active,india
ArtUniverse Scholarships,"Bachelor, Master, Phd",Partially Funded,Always Active,india
Wichita International Student Hardship Fund in the United States,Bachelor,"Up to $1,000",,united-states
merit awards for International Students at Columbia College,Bachelor,"Up to $12,000 p.a.",,united-states
Global Contest Scholarships for International Students 2022,"Master, Bachelor, Course",Up to $2000 awards,31 December 2022,united-states
Meistersinger music awards for International Students at Wartburg College,Bachelor,"Up to $5,000 p.a.",,united-states
Musicians Institute Musicianship international awards in USA,Bachelor,"$1,000",,united-states
Merit-Based Scholarships for International Students at St. Francis College,Bachelor,"Up to $7,500",,united-states
College of Lake County International Student Scholarships in USA,Bachelor,"$1,000",,united-states
Catherine T. McNamee International Student Scholarships in USA,Bachelor,"Up to $30,000 p.a.",,united-states
KDS International Scholarship Competition 2021-22,"Master, Bachelor, Course","Up to $1,500",1 December 2022,united-states
Professional Development Grants for International Students at University of Twente,"Course, Master","Up to $6,500",,united-states
International Presidential Scholarships at Stratford University,"Bachelor, Master",25% tuition discount,,united-states
International Opportunity Scholarships at National Louis University,Bachelor,10% of the full-time tuition rate,,united-states
International Students Contest Scholarships 2021-2022,"Master, Bachelor",Up to $1500,1 October 2022,united-states
John Barras DDS Autism Scholarships,"Phd, Master, Bachelor, Course","$1,000",,united-states
Merit-Based Scholarships for International Students at Kalamazoo College,Bachelor,"$21,000-35,000 p.a.",,united-states
Sports Science: Fully Funded PhD at Swansea: The effect of mineral rich Algae,Phd,Full cost of UK tuition fees and an annual stipend,4 May 2022,united-kingdom
Physics: Fully Funded PhD Scholarship at Swansea: Photovoltaic Applications,Phd,Full cost of UK tuition fees and an annual stipend,18 May 2022,united-kingdom
Eon Essay Contest on The Precipice,"Master, Bachelor, Phd","15,000 USD top prize; 42,000 USD total prizes",15 June 2022,united-kingdom
Anonymous Hope Fund,"Master, Bachelor, Phd, Course",$3000,15 January 2026,united-kingdom
University of Sussex Hornsey Scholarship in UK,Master,"£10,000",1 August 2022,united-kingdom
David Sainsbury Full MSc Scholarships for International Students in UK,Master,"Full tuition fees + £15,609 p.a. stipend",31 July 2022,united-kingdom
Think Big About Education International Scholarships in UK,Master,"£5,000",13 June 2022,united-kingdom
Lebanon Bursaries at University of Warwick,Master,25% tuition fee discount,,united-kingdom
Chancellors International Business School Scholarships at University of Sussex,Bachelor,"£5,000 p.a.",1 August 2022,united-kingdom
Chancellors International Engineering and Informatics Scholarships,"Bachelor, Master","£5,000 p.a.",1 August 2022,united-kingdom
University of St Andrews EU Scholarships in UK,Master,"£8,000",28 May 2022,united-kingdom
Blockchain in Business and Society International Scholarships,Master,"£15,000",,united-kingdom
GREAT Scholarships for International Students at Falmouth University,Master,"£10,000",1 June 2022,united-kingdom
Intake Education Taiwan Scholarships in UK,Master,"£2,000",31 July 2022,united-kingdom
INTO Progressors International Scholarships at Queen’s University Belfast,"Phd, Master, Bachelor",10% of tuition fees,16 September 2022,united-kingdom
Fully-Funded PhD Studentship in Nanochemistry at University of Exeter,Phd,"£15,009",,canada
Graduate Dean’s Entrance Scholarship at University of British Columbia,Master," $5,000",,canada
International Scholarship Program (Firdaws Academy),Course,100%,29 December 2022,canada
MPOWER Global Citizen Scholarship,"Bachelor, Master, Phd","Fixed interest rates for amounts between $2,001.00 and $50,000.00",,canada
Marine Stewardship Council scholarship research program ,"Bachelor, Master, Phd, Course",Up to £4000,,canada
WCC scholarships programme (World Council of Churches),"Bachelor, Master, Phd",Fully Funded,Always Active,canada
IPRA Foundation Peace Research Grants Program,Phd,Fully Funded,Always Active,canada
Centre for Studies in Religion and Society (CSRS) Visiting Research Fellowships,Phd,Partially Funded,Always Active,canada
Mawista Scholarship for Students Studying Abroad with a Child,"Bachelor, Master",Fully Funded,Always Active,canada
ROTARY GLOBAL GRANTS,"Master, Phd",Fully Funded,Always Active,canada
European Molecular Biology Short-Term Fellowships,Phd,Fully Funded,Always Active,canada
John Dillon Fellowship - Australian Centre for International Agricultural Research (ACIAR),Phd,Fully Funded,Always Active,canada
Konrad von Moltke Research Grants for the young researchers,Phd,Fully Funded,Always Active,canada
Institute for Current World Affairs - FELLOWSHIPS,Phd,Fully Funded,Always Active,canada
Adobe Research Women-in-Technology Scholarship,Bachelor,Fully Funded,Always Active,canada
Axol Science Scholarship for Graduate or Undergraduate Degree Programs,"Bachelor, Master, Phd",Fully Funded,Always Active,europe
ArtUniverse Scholarships,"Bachelor, Master, Phd",Partially Funded,Always Active,europe
KU Full-tuition International Excellence Awards in USA,Bachelor,"Up to a full tuition waiver ($25,000+/year)",,united-states
International Undergraduate Commitment Scholarships at Western Illinois University,Bachelor,"Up to $8,000",,united-states
international awards at Anderson University,Bachelor,Variable,,united-states
International Student Emergency Relief Scholarships in USA,Bachelor,"Up to $1,000",,united-states
KDS Competition Scholarship 2021,"Master, Bachelor","Up to $1,500",1 December 2022,united-states
2021 Contest Scholarships for International Students,"Master, Bachelor, Course","Up to $1,500",1 June 2022,united-states
Graduate Studies international awards at University of Southern Maine,Master,"Up to $3,000",,united-states
Charger Award for International Students at University of New Haven,Bachelor,"Up to $14,000 p.a.",,united-states
Freshman Scholarships for International Students at Wilkes University in USA,Bachelor,"$14,000 – $21,000",,united-states
President’s Entrance international awards at Ryerson University in Canada,Bachelor,"$40,000",,united-states
John Foy & Associates Strong Arm Leukemia funding for International Students in USA,"Bachelor, Master","$1,000",,united-states
James B. Duke Scholarships for International Students at Furman University,"Bachelor, Master",Full tuition + stipend,,united-states
University of Findlay International Scholar Awards in USA,Bachelor,Variable,,united-states
Musicians Institute Melodic Soloing Guitar international awards in USA,"Bachelor, Master","$1,500",,united-states
FindDataLab Research Grant Programme in USA and EU,"Bachelor, Master, Phd, Course","Up to $1,000 towards web scraping serivces",,united-states
Mischon de Reya Scholarships for International Students at Queen Mary University of London,Master,Full tuition fees,3 May 2022,united-kingdom
CU Group Undergraduate International Scholarships in UK,Bachelor,"£5,000",30 June 2022,united-kingdom
International Student Support Contest 2022-2023,"Master, Bachelor, Course",Multiple awards,31 January 2023,united-kingdom
Department of Meteorology International PhD Scholarships in UK,Phd,"Up to £3,000",,united-kingdom
Postgraduate International Studentships in Marketing,Master,"£5,900",5 June 2022,united-kingdom
Online Islamic classes for kids,Course,40% off over all of our Islamic courses,31 December 2022,united-kingdom
The Annual IELTS from 6 to 9 Scholarship,"Master, Bachelor, Phd","$1,000",1 April 2023,united-kingdom
Scholarship for families want to learn Quran online,Course,50% off over all of our Quran courses,31 December 2022,united-kingdom
African Scholarships at University of Essex,Master,"£4,500",16 September 2022,united-kingdom
GREAT Scholarships for Mexican Students at Queen’s University Belfast,Master,"£10,000",31 July 2022,united-kingdom
GREAT China Scholarships for Justice and Law,Master,"£10,000",31 May 2022,united-kingdom
Great Scholarship for Chinese Students at University of Sussex,Master,"£10,000",15 May 2022,united-kingdom
Warwick WMG Bursaries for Iranian Students in UK,Master,25% of tuition fees,,united-kingdom
International School Undergraduate Outstanding Achievement Scholarships in UK,Bachelor,"£2,500",27 May 2022,united-kingdom
University of Glasgow Angela Adams Scholarship 2022,Master,"£5,000",23 May 2022,united-kingdom
Mount Saint Vincent University - Graduate Student Scholarships,"Master, Phd",Partially Funded,Always Active,canada
International Council of Ophthalmology (ICO) - Three-Month Fellowships,Phd,Fully Funded,Always Active,canada
The Boehringer Ingelheim Fonds awards PhD fellowships,Phd,Fully Funded,Always Active,canada
The Boehringer Ingelheim Fonds - Travel grants for junior researchers,Phd,Fully Funded,Always Active,canada
"Paul Sumerall Memorial Scholarships, Merchants Bank of California",Master,Partially Funded,Always Active,canada
McGill University - Entrance Law Scholarships,Bachelor,Partially Funded,Always Active,canada
"McGill University - Graduate Law Scholarships, funds and bursaries",Master,Partially Funded,Always Active,canada
University of Manitoba - Graduate Fellowship (UMGF),Master,Fully Funded,Always Active,canada
York University - International Entrance Scholarship,Bachelor,Partially Funded,Always Active,canada
Hayek Fund for Scholars - Institute for Humane Studies at George Mason University,Phd,Partially Funded,Always Active,canada
The Humane Studies Fellowship - Institute for Humane Studies at George Mason University,Phd,Fully Funded,Always Active,canada
IIASA Funded Postdoctoral Fellowships,Phd,Fully Funded,Always Active,canada
Erasmus Exchange Programme,Fully Funded,,Always Active,canada
YFU (Youth for Undestanding) - Youth Exchange,Not Funded,,Always Active,canada
Be an exchange student for 1-2 semesters,Not Funded,,Always Active,canada
International Merit Awards at Culinary Institute of America,Course,Tuition fee reduction.,,united-states
Google Anita Borg Memorial Scholarships for International Students at Arizona State University,Bachelor,"$10,000",,united-states
Quran Learning Scholarship Program,Course,Up to $300,,united-states
Need-Based Grants for International Students in the United States,Bachelor,"Up to $10,000 p.a.",,united-states
Global Leader Scholarships in the USA,Bachelor,"approx. $10,656 p.a.",,united-states
4WARD Graduation Scholarships for International Students,Bachelor,50% of tuition over 4 years,,united-states
IU International University of Applied Sciences Online Scholarships for International Students in Germany,"Master, Bachelor",Up to 85% of tuition fee,,united-states
International Merit Scholarship at University of Memphis,"Bachelor, Master",Varying award amount,,united-states
"$2,500 for Graduate School: GradCAS Breakthrough Scholarship","Master, Phd","$2,500",,united-states
"$2,500 for Engineering Students: EngineeringCAS Breakthrough Scholarship","Master, Phd","$2,500",,united-states
"$2,500 for Business School: BusinessCAS Breakthrough Scholarship","Master, Phd","$2,500",,united-states
Invitation to Idaho funding for International Students at University of Idaho,Bachelor,"$15,084",,united-states
Fully-Funded PhD Studentship in Nanochemistry at University of Exeter,Phd,"£15,009",,united-states
Carr Academic Scholarship,Bachelor,"$15,000",,united-states
Global Scholars Program to Study at Babson College,"Bachelor, Course",full scholarship,,united-states
University of Birmingham Bellerbys Outstanding Achievement International Scholarship in UK,Bachelor,"£2,500",27 May 2022,united-kingdom
GREAT Scholarships for Ghana Students at University of Warwick,Master,"£15,000",1 June 2022,united-kingdom
Great Scholarships for India and Singapore Students at University of Plymouth,Master,"£10,000",31 May 2022,united-kingdom
Latin American Taught Scholarships in UK,Master,"£5,000",31 July 2022,united-kingdom
Advanced Chemical Engineering Professor’s International Scholarship in UK,Master,"Up to £11,075",13 June 2022,united-kingdom
ULMS Indian Subcontinent Excellence Scholarships in UK,Master,50% of tuition fees,,united-kingdom
Sir Ray Tindle international awards at University of Creative Arts,Bachelor,"£1,000 p.a.",30 June 2022,united-kingdom
Great Scholarships for International Students at University of Derby,Master,"£11,000",1 June 2022,united-kingdom
UCA Creative Europe Scholarships in UK,"Bachelor, Phd, Master",Tuition fee reduction to UK home fees,,united-kingdom
UCA Nick Jack Scholarships for International Students in UK,Master,"£5,000",31 July 2022,united-kingdom
ULMS European Union Excellence Scholarships in UK,Master,50% of tuition fees,,united-kingdom
Aberystwyth University IBERS international awards in UK,Master,40% tuition fee discount,,united-kingdom
Contest Scholarship Programme for International Students 2022,"Master, Bachelor, Course","Up to $1,500",1 June 2022,united-kingdom
EU Grant Award at the University of Gloucestershire,"Phd, Master, Bachelor","£3,000",,united-kingdom
Robert Lethbridge international awards in Modern Language,Master,"£1,250",31 May 2022,united-kingdom
Horizon 2020,Phd,Fully Funded,Always Active,canada
PhD Position in Fiber Devices for International Students,Phd,Fully Funded,Always Active,canada
Amelia Earhart Fellowship,Phd,Fully Funded,Always Active,canada
The Leakey Foundation’s Research Grants to doctoral students,Phd,Fully Funded,Always Active,canada
Axol Science Scholarship for Graduate or Undergraduate Degree Programs,"Bachelor, Master, Phd",Fully Funded,Always Active,canada
ArtUniverse Scholarships,"Bachelor, Master, Phd",Partially Funded,Always Active,canada
Carleton University Entrance Scholarships for International Students,Bachelor,Partially Funded,Always Active,canada
International Student Scholarships - Western University (UWO),Bachelor,Partially Funded,Always Active,canada
National Buckeye Scholarship,Bachelor,"$54,000",,united-states
Spirit of Giving Scholarship,"Bachelor, Course"," $3,000",,united-states
Global Spartan Leadership Program for International Students at Michigan State University,Bachelor,$8000 ,,united-states
International Scholarship Program (Firdaws Academy),Course,100%,29 December 2022,united-states
MIT THINK Scholarship Program,Course,"$7,000 worth of prizes",,united-states
University of Maine Intensive English Institute Discovery Scholarship in the USA,Bachelor,"US $2,000",,united-states
President’s Postdoctoral Fellowship Program at University of California in USA,Phd,"$50,760",,united-states
Family Empowerment program,Bachelor,The scholarship amount is the lesser of the school’s tuition and fees or the calculated scholarship amount ,,united-states
Rentkidz Annual Scholarship,"Bachelor, Course",$750,,united-states
MPOWER Global Citizen Scholarship,"Bachelor, Master, Phd","Fixed interest rates for amounts between $2,001.00 and $50,000.00",,united-states
Prodigy Finance – International Student Loans,,,,united-states
MPOWER Financing – Education Loans for International Students,"Bachelor, Master, Phd","Fixed interest rates for amounts between $2,001.00 and $50,000.00",,united-states
Marine Stewardship Council scholarship research program ,"Bachelor, Master, Phd, Course",Up to £4000,,united-states
Ratingle Scholarship Program,"Bachelor, Master, Phd, Course",$1000,,united-states
Embry-Riddle Aeronautical University Scholarships,"Bachelor, Master",Partially Funded,Always Active,united-states
UCB EU Transition Awards in UK,"Master, Bachelor",Tuition fee discount,,united-kingdom
University of Strathclyde Access Bursary for ROI Students in UK,Bachelor,Up to £3000,1 July 2022,united-kingdom
Lady Eileen McDonald EU & International Student Funds in UK,"Phd, Master, Bachelor",£300-£500,1 January 2030,united-kingdom
LPDP Indonesia Scholarships at Cranfield University,"Master, Phd",Variable funds,,united-kingdom
Cranfield Water Scholarships for Malawian Students in UK,Master,"£6,000",,united-kingdom
John Gilbert Vause Memorial International Scholarship in the UK,Bachelor,£500,,united-kingdom
International Scholarships at Durham University,"Master, Bachelor","£5,000 p.a.",29 July 2022,united-kingdom
International College Dundee Entrant Scholarships in UK,Master,"Up to £4,500 p.a.",,united-kingdom
International Scholarship Student Competition 2022,"Master, Bachelor, Course","Up to $2,000",1 December 2022,united-kingdom
Global Contest Scholarships for International Students 2022,"Master, Bachelor, Course",Up to $2000 awards,31 December 2022,united-kingdom
Swansea University EU Transitional Bursary in UK,Bachelor,Tuition fee reduction,,united-kingdom
50% scholarship for students based in India - University of Essex Online,"Master, Bachelor, Course",50% scholarship for all courses,21 July 2022,united-kingdom
ITESM Doble Grado Tuition Fee Discount for International Students in UK,Master,50% of tuition fees,,united-kingdom
High Achiever Scholarships for UK and Ireland Students at University of Buckingham,Bachelor," £2,000",,united-kingdom
LLM Master of Law Scholarships for International Students at University of Roehampton,Master,"£5,000",,united-kingdom
NYU Wagner Merit Scholarships,"Bachelor, Master",Partially Funded,Always Active,united-states
Scholarships and Financial Aid for International Students - University of Oregon,"Bachelor, Master",Partially Funded,Always Active,united-states
WCC scholarships programme (World Council of Churches),"Bachelor, Master, Phd",Fully Funded,Always Active,united-states
IPRA Foundation Peace Research Grants Program,Phd,Fully Funded,Always Active,united-states
Jefferson Fellowship,"Master, Phd",Fully Funded,Always Active,united-states
East Tennessee University - General Undergraduate Scholarships,Bachelor,Partially Funded,Always Active,united-states
The Nieman Foundation - Journalism Fellowships,Phd,Fully Funded,Always Active,united-states
Scholarships at Church Divinity School  of the Pacific,"Bachelor, Master",Partially Funded,Always Active,united-states
Rajawali Fellows Program - Harvard Kennedy School,Phd,Partially Funded,Always Active,united-states
Mawista Scholarship for Students Studying Abroad with a Child,"Bachelor, Master",Fully Funded,Always Active,united-states
East Tennessee State University - International Students Academic Merit Scholarship,"Bachelor, Master, Phd",Partially Funded,Always Active,united-states
Emory University scholarships for International Students,"Bachelor, Master",Partially Funded,Always Active,united-states
Illinois Wesleyan University - International Student Scholarships,"Bachelor, Master",Partially Funded,Always Active,united-states
Berea’s Tuition Promise Scholarship,"Bachelor, Master",Partially Funded,Always Active,united-states
ROTARY GLOBAL GRANTS,"Master, Phd",Fully Funded,Always Active,united-states
Lancaster EU Transition Scholarships in UK,"Master, Bachelor","£7,000",,united-kingdom
Heads of School Scholarships for EU Students at Bangor University,Phd,10% of tuition fee p.a.,,united-kingdom
University of Leeds Faculty of Engineering and Physical Sciences International Undergraduate Excellence Scholarships in UK,Bachelor,"Up to £6,000",,united-kingdom
UEA Turkish Awards in the UK,Master,"Up to £5,000",,united-kingdom
PGR Transitional Bursary for International Students at Swansea University,"Master, Phd",Reduced tuition fee,,united-kingdom
University of Roehampton EU Transition Scholarships in UK,"Master, Bachelor",Tuition fee discount,,united-kingdom
University of Birmingham Poynting Excellence international awards in UK,Bachelor,"Up to £3,000",,united-kingdom
EU/EEA Scholarships at Middlesex University London in UK,Bachelor,Reduced tuition fees,,united-kingdom
Africa postgraduate placements at University of Dundee in UK,Master,"£5,000",,united-kingdom
Postgraduate Research international awards in Theory and Simulations of Frequency,Phd,"Fees, stipend + benefits",,united-kingdom
KDS International Scholarship Competition 2021-22,"Master, Bachelor, Course","Up to $1,500",1 December 2022,united-kingdom
Professional Development Grants for International Students at University of Twente,"Course, Master","Up to $6,500",,united-kingdom
International PhD Studentships in Metamaterial Nano-Machines,Phd,Tuition fees + limited funding,,united-kingdom
International Excellent Student Scholarships at University of Derby,"Master, Bachelor","£5,000",,united-kingdom
international awards at Brockenhurst College,Bachelor,Up to 50% tuition fees,,united-kingdom
European Molecular Biology Short-Term Fellowships,Phd,Fully Funded,Always Active,united-states
John Dillon Fellowship - Australian Centre for International Agricultural Research (ACIAR),Phd,Fully Funded,Always Active,united-states
Kingston University - International Scholarships,"Bachelor, Master, Phd",Partially Funded,Always Active,united-states
Thomas College - Graduate International Scholarship Program,Master,Partially Funded,Always Active,united-states
Hamilton College Scholarships for International Students,Master,Partially Funded,Always Active,united-states
Konrad von Moltke Research Grants for the young researchers,Phd,Fully Funded,Always Active,united-states
Institute for Current World Affairs - FELLOWSHIPS,Phd,Fully Funded,Always Active,united-states
Fulbright Foreign Student Program,"Master, Phd",Fully Funded,Always Active,united-states
The American Indian Graduate Center - Scholarships,"Bachelor, Master",Partially Funded,Always Active,united-states
Adobe Research Women-in-Technology Scholarship,Bachelor,Fully Funded,Always Active,united-states
Fellowships and Scholarships at Pardee RAND Graduate School,Phd,Partially Funded,Always Active,united-states
Loyola University Undergraduate Scholarships,Bachelor,Partially Funded,Always Active,united-states
John Lennon Scholarships,"Bachelor, Master",Partially Funded,Always Active,united-states
New York Film Academy (NYFA) Scholarships,"Bachelor, Master",Partially Funded,Always Active,united-states
University of Dayton Scholarships for Undergraduate International Students,Bachelor,Partially Funded,Always Active,united-states
University of Leeds MBA EEA Excellence Scholarships in UK,Master,Half-fee,,united-kingdom
South Asia Scholarships at University of Dundee,Bachelor,"$5,000 p.a., up to £25,000",,united-kingdom
EU Bursary at University of Reading,Bachelor,"Up to £6,000",,united-kingdom
Engagement Bursary for UK and EU Students at University of East London,Bachelor,"Up to £2,000",,united-kingdom
East African Scholarships at University of Edinburgh,Master,100% tuition fees,,united-kingdom
University of Leeds MBA Americas Excellence Scholarships in UK,Master,Half-fee,,united-kingdom
International Students Contest Scholarships 2021-2022,"Master, Bachelor",Up to $1500,1 October 2022,united-kingdom
EU Transition Bursary at University of Derby,"Bachelor, Master","£4,500 p.a.",,united-kingdom
Dr George Moore Data Science International Student Scholarships in UK,Master,"£3,000",,united-kingdom
EU postgraduate placements at University of Stirling,Master,40% fee discount,,united-kingdom
University of Manchester International Mathematics Scholarships in UK,Bachelor,"£1,000 p.a.",,united-kingdom
University of Liverpool International College (UoLIC) Excellence Scholarships in UK,Bachelor,"£5,000 tuition fee reduction",,united-kingdom
University of Liverpool Management School European Union Excellence Scholarships,Master,50% tuition fee waiver,,united-kingdom
University of Manchester Global Futures Scholarships in UK,"Master, Bachelor",Variable,,united-kingdom
Stirling Postgraduate Bangladesh Scholarships in UK,Master,"£4,000",,united-kingdom
International Council of Ophthalmology (ICO) - Three-Month Fellowships,Phd,Fully Funded,Always Active,united-states
Jefferson Undergraduate Scholarship - University of Virginia,Bachelor,Fully Funded,Always Active,united-states
Georgia College Scholarships for International Students,"Bachelor, Master",Partially Funded,Always Active,united-states
Brandeis University - Merit- and Need-Based Scholarships,Master,Partially Funded,Always Active,united-states
The Boehringer Ingelheim Fonds awards PhD fellowships,Phd,Fully Funded,Always Active,united-states
The Boehringer Ingelheim Fonds - Travel grants for junior researchers,Phd,Fully Funded,Always Active,united-states
"Global Achievement Scholarship, Full Sail University",Master,Partially Funded,Always Active,united-states
"Paul Sumerall Memorial Scholarships, Merchants Bank of California",Master,Partially Funded,Always Active,united-states
Harvard University-Graduate School of Arts and Sciences - Dissertation Completion Fellowships (DCF),Phd,Fully Funded,Always Active,united-states
Reagan-Fascell Democracy Fellows - National Endowment for Democracy,Phd,Fully Funded,Always Active,united-states
TransAtlantic Masters - Scholarships,Master,Not Funded,Always Active,united-states
Euromasters Scholarships,Master,Partially Funded,Always Active,united-states
Hayek Fund for Scholars - Institute for Humane Studies at George Mason University,Phd,Partially Funded,Always Active,united-states
The Humane Studies Fellowship - Institute for Humane Studies at George Mason University,Phd,Fully Funded,Always Active,united-states
Kutztown University of Pennsylvania - International Student Scholarships,Bachelor,Partially Funded,Always Active,united-states
Aberdeen Global Scholarships for EU Students in UK,Master,"Up to £5,000",,united-kingdom
International Excellence Scholarships at University of East Anglia,Phd,"£4,000",,united-kingdom
University of Plymouth Mayflower funding for USA students,Bachelor,"£1,620 tuition fee discount",,united-kingdom
EU Scholarships at University of Southampton,"Bachelor, Master","£5,000",,united-kingdom
Katrina Honeyman Scholarships for International Students in UK,Bachelor,"£2,000 p.a.",,united-kingdom
Materials Science Entry Scholarships for International Students at University of Birmingham,Bachelor,"Up to £3,500",,united-kingdom
